,age,continent,contract_until,position,prefer_foot,reputation,stat_overall,stat_potential,stat_skill_moves,value,contract_until_year,value_won,age_clean,age_obj,won_clean,won_round,won_obj
634,32,europe,2019,MF,right,2.0,77,77,2.0,6500000.0,2019,8447725000,4.0,30~35,4.0,844.8,50억~100억
635,25,south america,2023,ST,right,2.0,77,82,3.0,12000000.0,2023,15595800000,2.0,20~25,5.0,1559.6,100억이상
636,23,europe,2019,ST,right,2.0,77,82,4.0,12000000.0,2019,15595800000,2.0,20~25,5.0,1559.6,100억이상
637,23,europe,2022,ST,right,1.0,77,83,3.0,12500000.0,2022,16245625000,2.0,20~25,5.0,1624.6,100억이상
638,24,south america,2021,DF,left,2.0,77,80,4.0,9500000.0,2021,12346675000,2.0,20~25,5.0,1234.7,100억이상
639,25,africa,2021,DF,right,2.0,77,80,3.0,9000000.0,2021,11696850000,2.0,20~25,5.0,1169.7,100억이상
640,35,europe,2020,GK,left,2.0,77,77,1.0,2100000.0,2020,2729265000,4.0,30~35,3.0,272.9,10억~50억
641,23,europe,2021,MF,right,2.0,77,84,4.0,12500000.0,2021,16245625000,2.0,20~25,5.0,1624.6,100억이상
642,32,europe,2020,DF,right,3.0,77,77,2.0,5000000.0,2020,6498250000,4.0,30~35,4.0,649.8,50억~100억
643,28,south america,2021,DF,right,1.0,77,77,2.0,7000000.0,2021,9097550000,3.0,25~30,4.0,909.8,50억~100억
644,31,europe,2020,MF,right,2.0,77,77,3.0,7500000.0,2020,9747375000,4.0,30~35,4.0,974.7,50억~100억
645,29,south america,2020,MF,left,2.0,77,77,4.0,8500000.0,2020,11047025000,3.0,25~30,5.0,1104.7,100억이상
646,29,oceania,2023,DF,right,2.0,77,77,2.0,7000000.0,2023,9097550000,3.0,25~30,4.0,909.8,50억~100억
647,26,europe,2020,DF,right,2.0,77,78,3.0,8500000.0,2020,11047025000,2.0,20~25,5.0,1104.7,100억이상
648,23,europe,2023,ST,right,1.0,77,82,3.0,12000000.0,2023,15595800000,2.0,20~25,5.0,1559.6,100억이상
649,31,europe,2019,MF,right,2.0,77,77,3.0,6000000.0,2019,7797900000,4.0,30~35,4.0,779.8,50억~100억
650,34,south america,2020,ST,right,2.0,77,77,3.0,4700000.0,2020,6108355000,4.0,30~35,4.0,610.8,50억~100억
651,23,europe,2023,MF,right,2.0,77,82,3.0,12000000.0,2023,15595800000,2.0,20~25,5.0,1559.6,100억이상
652,27,europe,2021,ST,right,2.0,77,78,3.0,10500000.0,2021,13646325000,3.0,25~30,5.0,1364.6,100억이상
653,23,europe,2019,MF,left,2.0,77,81,4.0,11500000.0,2019,14945975000,2.0,20~25,5.0,1494.6,100억이상
654,21,europe,2023,DF,right,1.0,77,84,2.0,11000000.0,2023,14296150000,2.0,20~25,5.0,1429.6,100억이상
655,21,europe,2022,MF,right,2.0,77,83,3.0,12500000.0,2022,16245625000,2.0,20~25,5.0,1624.6,100억이상
656,25,europe,2022,ST,right,1.0,77,82,3.0,12000000.0,2022,15595800000,2.0,20~25,5.0,1559.6,100억이상
657,24,africa,"Jun 30, 2019",MF,right,2.0,77,80,4.0,11500000.0,2019,14945975000,2.0,20~25,5.0,1494.6,100억이상
658,27,europe,2022,DF,right,1.0,77,78,3.0,8000000.0,2022,10397200000,3.0,25~30,5.0,1039.7,100억이상
659,29,south america,2020,DF,left,2.0,77,77,2.0,6500000.0,2020,8447725000,3.0,25~30,4.0,844.8,50억~100억
660,28,africa,"Jun 30, 2019",DF,right,2.0,77,77,3.0,7000000.0,2019,9097550000,3.0,25~30,4.0,909.8,50억~100억
661,27,south america,2022,ST,right,1.0,77,78,3.0,10500000.0,2022,13646325000,3.0,25~30,5.0,1364.6,100억이상
662,30,europe,2021,ST,left,3.0,77,77,3.0,8500000.0,2021,11047025000,3.0,25~30,5.0,1104.7,100억이상
663,24,europe,2021,MF,right,1.0,77,79,3.0,9000000.0,2021,11696850000,2.0,20~25,5.0,1169.7,100억이상
664,24,europe,2022,MF,right,2.0,77,82,4.0,12000000.0,2022,15595800000,2.0,20~25,5.0,1559.6,100억이상
665,21,south america,2023,ST,right,1.0,77,85,3.0,13500000.0,2023,17545275000,2.0,20~25,5.0,1754.5,100억이상
666,23,europe,2020,DF,right,1.0,77,83,3.0,10000000.0,2020,12996500000,2.0,20~25,5.0,1299.6,100억이상
667,25,europe,2021,DF,left,2.0,77,80,2.0,9500000.0,2021,12346675000,2.0,20~25,5.0,1234.7,100억이상
668,25,south america,2023,MF,left,1.0,77,80,3.0,9000000.0,2023,11696850000,2.0,20~25,5.0,1169.7,100억이상
669,28,europe,2020,DF,right,1.0,77,79,2.0,8500000.0,2020,11047025000,3.0,25~30,5.0,1104.7,100억이상
670,37,europe,2020,ST,right,2.0,77,77,3.0,3200000.0,2020,4158880000,5.0,35~40,3.0,415.9,10억~50억
671,28,europe,2021,MF,right,2.0,77,77,3.0,9000000.0,2021,11696850000,3.0,25~30,5.0,1169.7,100억이상
672,17,south america,2025,ST,right,1.0,77,92,5.0,17500000.0,2025,22743875000,1.0,15~20,5.0,2274.4,100억이상
673,32,europe,2019,MF,right,2.0,77,77,4.0,6500000.0,2019,8447725000,4.0,30~35,4.0,844.8,50억~100억
674,27,europe,2022,DF,right,1.0,77,78,2.0,8500000.0,2022,11047025000,3.0,25~30,5.0,1104.7,100억이상
675,25,europe,2020,MF,right,2.0,77,80,3.0,11000000.0,2020,14296150000,2.0,20~25,5.0,1429.6,100억이상
676,34,europe,2019,GK,right,2.0,77,77,1.0,3600000.0,2019,4678740000,4.0,30~35,3.0,467.9,10억~50억
677,29,europe,2020,DF,left,2.0,77,77,2.0,6500000.0,2020,8447725000,3.0,25~30,4.0,844.8,50억~100억
678,20,europe,"Jun 30, 2019",DF,left,1.0,77,85,3.0,11000000.0,2019,14296150000,1.0,15~20,5.0,1429.6,100억이상
679,21,europe,2023,DF,right,2.0,77,86,2.0,12000000.0,2023,15595800000,2.0,20~25,5.0,1559.6,100억이상
680,27,europe,2022,MF,right,2.0,77,77,3.0,9000000.0,2022,11696850000,3.0,25~30,5.0,1169.7,100억이상
681,25,europe,2022,DF,right,1.0,77,80,3.0,9000000.0,2022,11696850000,2.0,20~25,5.0,1169.7,100억이상
682,25,europe,2020,GK,right,1.0,77,82,1.0,8500000.0,2020,11047025000,2.0,20~25,5.0,1104.7,100억이상
683,29,europe,2022,MF,right,2.0,77,77,3.0,7000000.0,2022,9097550000,3.0,25~30,4.0,909.8,50억~100억
684,28,south america,2020,GK,right,1.0,77,78,1.0,7000000.0,2020,9097550000,3.0,25~30,4.0,909.8,50억~100억
685,30,south america,2019,MF,left,2.0,77,77,4.0,8500000.0,2019,11047025000,3.0,25~30,5.0,1104.7,100억이상
686,30,europe,2021,MF,right,1.0,77,77,3.0,8000000.0,2021,10397200000,3.0,25~30,5.0,1039.7,100억이상
687,30,europe,2020,DF,left,2.0,77,77,2.0,6500000.0,2020,8447725000,3.0,25~30,4.0,844.8,50억~100억
688,34,south america,2018,MF,right,2.0,77,77,4.0,4500000.0,2018,5848425000,4.0,30~35,4.0,584.8,50억~100억
689,26,asia,2019,MF,left,2.0,77,78,5.0,10500000.0,2019,13646325000,2.0,20~25,5.0,1364.6,100억이상
690,30,south america,2020,MF,right,1.0,77,77,4.0,8500000.0,2020,11047025000,3.0,25~30,5.0,1104.7,100억이상
691,21,europe,2022,MF,right,2.0,77,89,3.0,15500000.0,2022,20144575000,2.0,20~25,5.0,2014.5,100억이상
692,21,europe,2023,DF,left,1.0,77,83,4.0,10500000.0,2023,13646325000,2.0,20~25,5.0,1364.6,100억이상
693,30,south america,2021,DF,right,1.0,77,77,2.0,6500000.0,2021,8447725000,3.0,25~30,4.0,844.8,50억~100억
694,32,south america,2020,MF,right,2.0,77,77,4.0,7000000.0,2020,9097550000,4.0,30~35,4.0,909.8,50억~100억
695,22,europe,2021,MF,right,2.0,77,82,3.0,11500000.0,2021,14945975000,2.0,20~25,5.0,1494.6,100억이상
696,29,south america,2019,MF,left,2.0,77,77,3.0,7000000.0,2019,9097550000,3.0,25~30,4.0,909.8,50억~100억
697,23,south america,2023,DF,right,1.0,77,83,2.0,10500000.0,2023,13646325000,2.0,20~25,5.0,1364.6,100억이상
698,32,south america,2019,DF,right,1.0,77,77,2.0,5000000.0,2019,6498250000,4.0,30~35,4.0,649.8,50억~100억
699,27,south america,2022,DF,left,2.0,77,78,2.0,8500000.0,2022,11047025000,3.0,25~30,5.0,1104.7,100억이상
700,24,europe,2021,MF,right,2.0,77,81,3.0,10000000.0,2021,12996500000,2.0,20~25,5.0,1299.6,100억이상
701,33,south america,2019,MF,right,1.0,77,77,3.0,5500000.0,2019,7148075000,4.0,30~35,4.0,714.8,50억~100억
702,23,europe,2022,MF,left,1.0,77,84,4.0,12500000.0,2022,16245625000,2.0,20~25,5.0,1624.6,100억이상
703,25,europe,2023,ST,right,2.0,77,81,3.0,11500000.0,2023,14945975000,2.0,20~25,5.0,1494.6,100억이상
704,28,europe,2020,DF,right,2.0,77,77,3.0,7000000.0,2020,9097550000,3.0,25~30,4.0,909.8,50억~100억
705,28,europe,2022,DF,right,2.0,77,77,4.0,7000000.0,2022,9097550000,3.0,25~30,4.0,909.8,50억~100억
706,24,europe,2021,MF,right,1.0,77,82,3.0,12000000.0,2021,15595800000,2.0,20~25,5.0,1559.6,100억이상
707,27,europe,2021,DF,right,1.0,77,80,2.0,9000000.0,2021,11696850000,3.0,25~30,5.0,1169.7,100억이상
708,25,europe,2019,DF,left,2.0,77,79,3.0,9000000.0,2019,11696850000,2.0,20~25,5.0,1169.7,100억이상
709,32,south america,2020,MF,left,1.0,77,77,5.0,7000000.0,2020,9097550000,4.0,30~35,4.0,909.8,50억~100억
710,25,south america,2020,MF,right,1.0,77,82,3.0,10000000.0,2020,12996500000,2.0,20~25,5.0,1299.6,100억이상
711,31,europe,2021,GK,right,1.0,76,76,1.0,4700000.0,2021,6108355000,4.0,30~35,4.0,610.8,50억~100억
712,31,europe,2019,MF,right,1.0,76,76,4.0,6500000.0,2019,8447725000,4.0,30~35,4.0,844.8,50억~100억
713,29,south america,2020,DF,right,2.0,76,76,2.0,6000000.0,2020,7797900000,3.0,25~30,4.0,779.8,50억~100억
714,28,europe,2021,GK,left,1.0,76,78,1.0,6500000.0,2021,8447725000,3.0,25~30,4.0,844.8,50억~100억
715,25,europe,2019,MF,right,1.0,76,81,3.0,10000000.0,2019,12996500000,2.0,20~25,5.0,1299.6,100억이상
716,28,south america,2019,ST,right,1.0,76,76,3.0,8000000.0,2019,10397200000,3.0,25~30,5.0,1039.7,100억이상
717,24,europe,2023,DF,left,1.0,76,81,3.0,8500000.0,2023,11047025000,2.0,20~25,5.0,1104.7,100억이상
718,29,europe,2021,GK,right,1.0,76,76,1.0,5000000.0,2021,6498250000,3.0,25~30,4.0,649.8,50억~100억
719,31,europe,2019,MF,right,2.0,76,76,3.0,6500000.0,2019,8447725000,4.0,30~35,4.0,844.8,50억~100억
720,30,europe,2020,DF,right,2.0,76,76,2.0,5500000.0,2020,7148075000,3.0,25~30,4.0,714.8,50억~100억
721,33,south america,2020,MF,right,2.0,76,76,4.0,4500000.0,2020,5848425000,4.0,30~35,4.0,584.8,50억~100억
722,24,africa,2020,ST,left,1.0,76,81,4.0,10500000.0,2020,13646325000,2.0,20~25,5.0,1364.6,100억이상
723,24,europe,2023,GK,right,1.0,76,83,1.0,8000000.0,2023,10397200000,2.0,20~25,5.0,1039.7,100억이상
724,23,europe,2022,DF,right,1.0,76,83,2.0,9500000.0,2022,12346675000,2.0,20~25,5.0,1234.7,100억이상
725,20,south america,2023,MF,right,1.0,76,86,3.0,12500000.0,2023,16245625000,1.0,15~20,5.0,1624.6,100억이상
726,23,europe,2021,MF,right,1.0,76,83,3.0,9500000.0,2021,12346675000,2.0,20~25,5.0,1234.7,100억이상
727,24,south america,2023,DF,left,1.0,76,80,3.0,8500000.0,2023,11047025000,2.0,20~25,5.0,1104.7,100억이상
728,22,europe,2021,MF,left,1.0,76,83,4.0,11000000.0,2021,14296150000,2.0,20~25,5.0,1429.6,100억이상
729,24,europe,2021,MF,right,1.0,76,80,3.0,10000000.0,2021,12996500000,2.0,20~25,5.0,1299.6,100억이상
730,27,south america,2023,MF,right,1.0,76,77,3.0,8500000.0,2023,11047025000,3.0,25~30,5.0,1104.7,100억이상
731,29,europe,2022,MF,right,2.0,76,76,3.0,6000000.0,2022,7797900000,3.0,25~30,4.0,779.8,50억~100억
732,22,europe,"Jun 30, 2019",MF,left,2.0,76,85,4.0,11500000.0,2019,14945975000,2.0,20~25,5.0,1494.6,100억이상
733,21,europe,2023,MF,left,1.0,76,81,3.0,8500000.0,2023,11047025000,2.0,20~25,5.0,1104.7,100억이상
734,30,europe,2023,GK,right,2.0,76,76,1.0,4900000.0,2023,6368285000,3.0,25~30,4.0,636.8,50억~100억
735,26,europe,2022,DF,right,2.0,76,77,3.0,7500000.0,2022,9747375000,2.0,20~25,4.0,974.7,50억~100억
736,22,europe,2023,MF,right,1.0,76,82,4.0,10500000.0,2023,13646325000,2.0,20~25,5.0,1364.6,100억이상
737,24,europe,2021,ST,right,1.0,76,81,4.0,10500000.0,2021,13646325000,2.0,20~25,5.0,1364.6,100억이상
738,31,south america,2020,ST,right,1.0,76,76,3.0,7000000.0,2020,9097550000,4.0,30~35,4.0,909.8,50억~100억
739,26,europe,2019,MF,right,2.0,76,77,3.0,9000000.0,2019,11696850000,2.0,20~25,5.0,1169.7,100억이상
740,28,south america,"Jun 30, 2019",MF,left,3.0,76,76,4.0,8000000.0,2019,10397200000,3.0,25~30,5.0,1039.7,100억이상
741,29,europe,2020,MF,left,1.0,76,76,3.0,7500000.0,2020,9747375000,3.0,25~30,4.0,974.7,50억~100억
742,23,europe,"Jun 30, 2019",MF,right,1.0,76,83,4.0,10500000.0,2019,13646325000,2.0,20~25,5.0,1364.6,100억이상
743,23,europe,"Jun 30, 2019",MF,right,1.0,76,83,4.0,11000000.0,2019,14296150000,2.0,20~25,5.0,1429.6,100억이상
744,25,europe,2020,DF,right,1.0,76,81,2.0,8500000.0,2020,11047025000,2.0,20~25,5.0,1104.7,100억이상
745,27,europe,2022,DF,right,2.0,76,76,3.0,6500000.0,2022,8447725000,3.0,25~30,4.0,844.8,50억~100억
746,23,africa,"Jun 30, 2019",ST,right,2.0,76,81,3.0,10500000.0,2019,13646325000,2.0,20~25,5.0,1364.6,100억이상
747,32,europe,2019,DF,left,2.0,76,76,3.0,4300000.0,2019,5588495000,4.0,30~35,4.0,558.8,50억~100억
748,33,south america,2019,MF,right,1.0,76,76,3.0,4700000.0,2019,6108355000,4.0,30~35,4.0,610.8,50억~100억
749,27,europe,2020,ST,right,3.0,76,76,2.0,8000000.0,2020,10397200000,3.0,25~30,5.0,1039.7,100억이상
750,31,europe,2020,MF,right,1.0,76,76,4.0,6500000.0,2020,8447725000,4.0,30~35,4.0,844.8,50억~100억
751,30,south america,2019,ST,right,2.0,76,76,3.0,7500000.0,2019,9747375000,3.0,25~30,4.0,974.7,50억~100억
752,26,europe,2021,MF,right,1.0,76,77,3.0,9000000.0,2021,11696850000,2.0,20~25,5.0,1169.7,100억이상
753,31,europe,2020,DF,right,1.0,76,76,2.0,5000000.0,2020,6498250000,4.0,30~35,4.0,649.8,50억~100억
754,27,europe,2022,ST,right,2.0,76,77,3.0,9000000.0,2022,11696850000,3.0,25~30,5.0,1169.7,100억이상
755,30,south america,2021,DF,right,1.0,76,76,3.0,5500000.0,2021,7148075000,3.0,25~30,4.0,714.8,50억~100억
756,34,south america,2021,MF,left,1.0,76,76,2.0,2300000.0,2021,2989195000,4.0,30~35,3.0,298.9,10억~50억
757,27,europe,2020,MF,right,1.0,76,76,3.0,8000000.0,2020,10397200000,3.0,25~30,5.0,1039.7,100억이상
758,36,south america,2019,GK,right,2.0,76,76,1.0,1000000.0,2019,1299650000,4.0,30~35,3.0,130.0,10억~50억
759,24,europe,2021,ST,right,1.0,76,79,4.0,10000000.0,2021,12996500000,2.0,20~25,5.0,1299.6,100억이상
760,27,africa,2021,MF,right,1.0,76,76,3.0,8000000.0,2021,10397200000,3.0,25~30,5.0,1039.7,100억이상
761,26,asia,2019,MF,left,2.0,76,77,3.0,9000000.0,2019,11696850000,2.0,20~25,5.0,1169.7,100억이상
762,27,europe,2020,ST,right,2.0,76,76,4.0,8000000.0,2020,10397200000,3.0,25~30,5.0,1039.7,100억이상
763,22,south america,"Jun 30, 2019",MF,left,1.0,76,83,4.0,11000000.0,2019,14296150000,2.0,20~25,5.0,1429.6,100억이상
764,27,europe,2019,DF,left,2.0,76,78,2.0,7500000.0,2019,9747375000,3.0,25~30,4.0,974.7,50억~100억
765,23,europe,2020,MF,left,1.0,76,80,3.0,8500000.0,2020,11047025000,2.0,20~25,5.0,1104.7,100억이상
766,31,europe,2018,MF,right,1.0,76,76,3.0,6500000.0,2018,8447725000,4.0,30~35,4.0,844.8,50억~100억
767,28,europe,2022,GK,right,1.0,76,77,1.0,6000000.0,2022,7797900000,3.0,25~30,4.0,779.8,50억~100억
768,27,europe,2020,DF,left,1.0,76,77,3.0,7000000.0,2020,9097550000,3.0,25~30,4.0,909.8,50억~100억
769,26,south america,2022,MF,right,1.0,76,77,3.0,9000000.0,2022,11696850000,2.0,20~25,5.0,1169.7,100억이상
770,33,europe,2019,ST,right,3.0,76,76,3.0,4800000.0,2019,6238320000,4.0,30~35,4.0,623.8,50억~100억
771,28,europe,2021,MF,right,2.0,76,76,3.0,7500000.0,2021,9747375000,3.0,25~30,4.0,974.7,50억~100억
772,19,europe,2023,MF,right,1.0,76,86,3.0,12000000.0,2023,15595800000,1.0,15~20,5.0,1559.6,100억이상
773,33,africa,2020,MF,left,2.0,76,76,4.0,4700000.0,2020,6108355000,4.0,30~35,4.0,610.8,50억~100억
774,33,europe,"Jun 30, 2019",DF,right,2.0,76,76,2.0,3100000.0,2019,4028915000,4.0,30~35,3.0,402.9,10억~50억
775,26,europe,2020,MF,right,1.0,76,79,3.0,9500000.0,2020,12346675000,2.0,20~25,5.0,1234.7,100억이상
776,27,europe,2022,MF,right,2.0,76,76,3.0,8000000.0,2022,10397200000,3.0,25~30,5.0,1039.7,100억이상
777,31,south america,2021,DF,right,2.0,76,76,2.0,5000000.0,2021,6498250000,4.0,30~35,4.0,649.8,50억~100억
778,24,south america,"Dec 31, 2018",ST,left,2.0,76,79,4.0,10000000.0,2018,12996500000,2.0,20~25,5.0,1299.6,100억이상
779,27,europe,2021,DF,left,1.0,76,76,3.0,6500000.0,2021,8447725000,3.0,25~30,4.0,844.8,50억~100억
780,24,europe,2023,MF,right,1.0,76,79,3.0,8000000.0,2023,10397200000,2.0,20~25,5.0,1039.7,100억이상
781,30,south america,2021,DF,right,1.0,76,76,2.0,5500000.0,2021,7148075000,3.0,25~30,4.0,714.8,50억~100억
782,26,europe,2023,DF,right,1.0,76,81,2.0,8500000.0,2023,11047025000,2.0,20~25,5.0,1104.7,100억이상
783,33,europe,2019,ST,right,3.0,76,76,3.0,4800000.0,2019,6238320000,4.0,30~35,4.0,623.8,50억~100억
784,26,south america,2022,ST,right,1.0,76,79,4.0,9500000.0,2022,12346675000,2.0,20~25,5.0,1234.7,100억이상
785,26,south america,2018,DF,right,1.0,76,76,2.0,6500000.0,2018,8447725000,2.0,20~25,4.0,844.8,50억~100억
786,22,south america,"Jun 30, 2019",MF,left,1.0,76,84,4.0,11500000.0,2019,14945975000,2.0,20~25,5.0,1494.6,100억이상
787,26,europe,2022,MF,left,1.0,76,79,3.0,8000000.0,2022,10397200000,2.0,20~25,5.0,1039.7,100억이상
788,29,europe,2021,ST,right,1.0,76,76,3.0,7500000.0,2021,9747375000,3.0,25~30,4.0,974.7,50억~100억
789,32,south america,2019,MF,right,3.0,76,76,4.0,6000000.0,2019,7797900000,4.0,30~35,4.0,779.8,50억~100억
790,27,europe,2022,MF,right,2.0,76,76,3.0,8000000.0,2022,10397200000,3.0,25~30,5.0,1039.7,100억이상
791,27,south america,2021,DF,right,1.0,76,77,2.0,7500000.0,2021,9747375000,3.0,25~30,4.0,974.7,50억~100억
792,30,africa,"Jun 30, 2019",ST,right,3.0,76,76,2.0,7500000.0,2019,9747375000,3.0,25~30,4.0,974.7,50억~100억
793,29,asia,2020,DF,left,2.0,76,76,4.0,6000000.0,2020,7797900000,3.0,25~30,4.0,779.8,50억~100억
794,36,europe,2020,GK,right,2.0,76,76,1.0,1000000.0,2020,1299650000,4.0,30~35,3.0,130.0,10억~50억
795,28,europe,2021,GK,right,1.0,76,78,1.0,6500000.0,2021,8447725000,3.0,25~30,4.0,844.8,50억~100억
796,25,europe,2022,MF,right,1.0,76,77,3.0,9000000.0,2022,11696850000,2.0,20~25,5.0,1169.7,100억이상
797,28,europe,2022,DF,right,2.0,76,77,2.0,7000000.0,2022,9097550000,3.0,25~30,4.0,909.8,50억~100억
798,28,europe,2021,MF,left,1.0,76,77,3.0,7000000.0,2021,9097550000,3.0,25~30,4.0,909.8,50억~100억
799,26,south america,2021,MF,right,1.0,76,76,2.0,6500000.0,2021,8447725000,2.0,20~25,4.0,844.8,50억~100억
800,26,europe,2020,MF,right,1.0,76,77,3.0,7500000.0,2020,9747375000,2.0,20~25,4.0,974.7,50억~100억
801,28,south america,2020,DF,left,1.0,76,78,2.0,7500000.0,2020,9747375000,3.0,25~30,4.0,974.7,50억~100억
802,25,asia,2022,ST,right,1.0,76,79,3.0,10000000.0,2022,12996500000,2.0,20~25,5.0,1299.6,100억이상
803,33,south america,2020,GK,right,1.0,76,76,1.0,3900000.0,2020,5068635000,4.0,30~35,4.0,506.9,50억~100억
804,30,south america,2019,DF,right,1.0,76,76,2.0,5500000.0,2019,7148075000,3.0,25~30,4.0,714.8,50억~100억
805,23,europe,2023,MF,right,1.0,76,81,3.0,10500000.0,2023,13646325000,2.0,20~25,5.0,1364.6,100억이상
806,30,south america,2018,ST,right,1.0,76,76,3.0,7500000.0,2018,9747375000,3.0,25~30,4.0,974.7,50억~100억
807,26,south america,2022,MF,right,1.0,76,79,4.0,8000000.0,2022,10397200000,2.0,20~25,5.0,1039.7,100억이상
808,29,europe,2020,DF,right,1.0,76,76,3.0,6000000.0,2020,7797900000,3.0,25~30,4.0,779.8,50억~100억
809,28,europe,2020,MF,right,1.0,76,76,3.0,8000000.0,2020,10397200000,3.0,25~30,5.0,1039.7,100억이상
810,27,africa,2021,ST,right,1.0,76,77,4.0,9000000.0,2021,11696850000,3.0,25~30,5.0,1169.7,100억이상
811,35,europe,2019,ST,right,2.0,76,76,4.0,3400000.0,2019,4418810000,4.0,30~35,3.0,441.9,10억~50억
812,31,south america,2021,DF,right,1.0,76,76,2.0,5000000.0,2021,6498250000,4.0,30~35,4.0,649.8,50억~100억
813,22,europe,2023,DF,right,2.0,76,83,2.0,9500000.0,2023,12346675000,2.0,20~25,5.0,1234.7,100억이상
814,30,europe,2019,DF,right,2.0,76,76,2.0,5500000.0,2019,7148075000,3.0,25~30,4.0,714.8,50억~100억
815,26,africa,"Jun 30, 2019",ST,right,2.0,76,76,4.0,8500000.0,2019,11047025000,2.0,20~25,5.0,1104.7,100억이상
816,30,europe,2022,DF,left,2.0,76,76,2.0,5500000.0,2022,7148075000,3.0,25~30,4.0,714.8,50억~100억
817,30,south america,2021,DF,right,1.0,76,76,2.0,5500000.0,2021,7148075000,3.0,25~30,4.0,714.8,50억~100억
818,26,europe,2021,ST,right,2.0,76,77,4.0,9000000.0,2021,11696850000,2.0,20~25,5.0,1169.7,100억이상
819,26,europe,2020,DF,right,2.0,76,77,2.0,7500000.0,2020,9747375000,2.0,20~25,4.0,974.7,50억~100억
820,26,europe,2022,MF,left,1.0,76,76,4.0,8500000.0,2022,11047025000,2.0,20~25,5.0,1104.7,100억이상
821,24,south america,2021,DF,left,1.0,76,80,3.0,8500000.0,2021,11047025000,2.0,20~25,5.0,1104.7,100억이상
822,31,europe,2020,DF,left,2.0,76,76,2.0,5000000.0,2020,6498250000,4.0,30~35,4.0,649.8,50억~100억
823,26,europe,2022,MF,right,1.0,76,77,4.0,9000000.0,2022,11696850000,2.0,20~25,5.0,1169.7,100억이상
824,23,europe,"Jun 30, 2019",ST,left,1.0,76,81,3.0,10500000.0,2019,13646325000,2.0,20~25,5.0,1364.6,100억이상
825,25,south america,2020,DF,left,1.0,76,82,2.0,9000000.0,2020,11696850000,2.0,20~25,5.0,1169.7,100억이상
826,28,south america,2019,ST,right,2.0,76,76,3.0,8000000.0,2019,10397200000,3.0,25~30,5.0,1039.7,100억이상
827,28,south america,2020,MF,right,1.0,76,76,3.0,8000000.0,2020,10397200000,3.0,25~30,5.0,1039.7,100억이상
828,30,south america,2021,MF,right,1.0,76,76,4.0,7500000.0,2021,9747375000,3.0,25~30,4.0,974.7,50억~100억
829,22,europe,2021,MF,right,2.0,76,81,3.0,10000000.0,2021,12996500000,2.0,20~25,5.0,1299.6,100억이상
830,29,europe,2021,ST,right,1.0,76,76,3.0,7500000.0,2021,9747375000,3.0,25~30,4.0,974.7,50억~100억
831,32,europe,2020,DF,right,2.0,76,76,4.0,4300000.0,2020,5588495000,4.0,30~35,4.0,558.8,50억~100억
832,31,europe,2021,DF,left,2.0,76,76,3.0,5000000.0,2021,6498250000,4.0,30~35,4.0,649.8,50억~100억
833,21,europe,2021,ST,right,2.0,76,86,3.0,12500000.0,2021,16245625000,2.0,20~25,5.0,1624.6,100억이상
834,26,europe,2021,ST,right,2.0,76,77,3.0,9000000.0,2021,11696850000,2.0,20~25,5.0,1169.7,100억이상
835,30,europe,2019,DF,right,2.0,76,76,2.0,5500000.0,2019,7148075000,3.0,25~30,4.0,714.8,50억~100억
836,22,europe,2022,DF,right,1.0,76,81,2.0,8500000.0,2022,11047025000,2.0,20~25,5.0,1104.7,100억이상
837,22,south america,2022,DF,right,1.0,76,83,4.0,9000000.0,2022,11696850000,2.0,20~25,5.0,1169.7,100억이상
838,26,europe,2021,DF,right,1.0,76,80,2.0,8500000.0,2021,11047025000,2.0,20~25,5.0,1104.7,100억이상
839,22,europe,2023,GK,right,1.0,76,83,1.0,8000000.0,2023,10397200000,2.0,20~25,5.0,1039.7,100억이상
840,31,south america,2018,DF,right,1.0,76,76,2.0,5000000.0,2018,6498250000,4.0,30~35,4.0,649.8,50억~100억
841,34,europe,2020,DF,right,2.0,76,76,3.0,2200000.0,2020,2859230000,4.0,30~35,3.0,285.9,10억~50억
842,32,south america,2019,DF,right,2.0,76,76,2.0,4400000.0,2019,5718460000,4.0,30~35,4.0,571.8,50억~100억
843,29,south america,2020,MF,right,1.0,76,76,4.0,7500000.0,2020,9747375000,3.0,25~30,4.0,974.7,50억~100억
844,27,europe,2022,MF,right,1.0,76,79,3.0,8000000.0,2022,10397200000,3.0,25~30,5.0,1039.7,100억이상
845,29,south america,2020,MF,right,1.0,76,76,3.0,6000000.0,2020,7797900000,3.0,25~30,4.0,779.8,50억~100억
846,26,africa,2022,ST,right,2.0,76,78,3.0,9500000.0,2022,12346675000,2.0,20~25,5.0,1234.7,100억이상
847,24,europe,2021,DF,left,2.0,76,79,3.0,8000000.0,2021,10397200000,2.0,20~25,5.0,1039.7,100억이상
848,25,europe,2021,DF,left,1.0,76,78,3.0,7500000.0,2021,9747375000,2.0,20~25,4.0,974.7,50억~100억
849,24,europe,2022,DF,right,1.0,76,80,2.0,8500000.0,2022,11047025000,2.0,20~25,5.0,1104.7,100억이상
850,25,south america,2020,MF,left,1.0,76,77,3.0,9000000.0,2020,11696850000,2.0,20~25,5.0,1169.7,100억이상
851,30,south america,2020,GK,right,1.0,76,76,1.0,4900000.0,2020,6368285000,3.0,25~30,4.0,636.8,50억~100억
852,22,europe,2022,MF,right,1.0,76,81,3.0,10500000.0,2022,13646325000,2.0,20~25,5.0,1364.6,100억이상
